,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
   |   |   ,8.696031264283182,8.83697010041637,8.800595262877186,8.77596456432732,8.904588992814086,8.632339314316269,8.80132029328274,8.793549848862014,8.646788354441968
   | X |   ,7.188365504091302,4.678770396728188,5.602050753627215,5.062637833744302,-3.533779994695866,4.021757504488988,5.100462146811242,4.959037221408958,4.64469253995273
   |XX |  0,-3.5859618408964518,-3.1964235834135253,5.398169336865414,-1.649626899329706,-1.6003513789929837,8.03709262179122,-1.2576722913771712,-2.5807181992274333,-1.5340299645816613
0  |XXX|  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X  |0  |   ,-1.255792424316845,5.251528250216527,4.714293222633314,-1.1432122062181498,9.484381049920305,5.228035141461456,5.2666578271898015,3.6482624459964095,3.1119142574786247
X  |0  |0X ,-2.9026514828058883,1.335637009709826,3.56669824,-0.5310059267877036,9.077428169502396,1.2312,-1.8950032926598355,-4.880000000000001,0.0
   |   |  X,6.750599449654825,5.516334871823042,6.351925626421484,8.032436003690206,8.342636201404757,4.947553095263641,6.51344091312186,6.364025168299202,-2.269813778969662
X  |   |0 X,-5.862119606993586,-3.1976691712000003,4.597313779294238,-4.026336793444063,7.865020798281641,-0.6482417457156947,-4.5108308830568085,-0.9494701254829345,-4.354221753869418
X0 |X  |0 X,-4.364809458608922,-3.6,-3.3568000000000002,-4.289295209249997,7.812322950306506,0.0,-0.5893201014402818,0.0,-3.5278
X0 |X0 |0XX,-2.3092547143360314,-1.5075807664035596,9.884707849539316,-0.968876394496,-1.7427841964600197,-0.7200000000000001,-2.2810241964600197,-0.4182383037280156,-0.1273818857344125
0X |   |   ,-1.230872471489255,-1.2549381930700143,4.843913163190755,7.90201058956483,9.359937190143901,5.522523717779784,6.148890815071657,3.1631042968183403,6.795944736570018
0X |0  | X ,-6.7232,-5.0586176,-1.6,-1.9278,3.2140070462919805,0.11516800000000038,7.37856,-3.6,-2.25536
X  |   |   ,-2.3993042420286947,6.040867642973345,7.247472716849028,4.973942440002038,7.503767665255088,5.544889005004637,6.774767410278282,6.302409874471002,7.044796077722592
X 0|X  |   ,-3.543336267992913,-2.0389756522940017,-3.613568697460377,-3.4884551566748083,4.493210469778292,-0.3878178012783643,6.070296492627996,-2.9045334252960364,-0.2780180722174084
X 0|X X| 0 ,-2.7898620336398334,-2.0,-4.880000000000001,-2.0,1.6262937814237182,-4.567452599808,-2.0,-3.6,-2.0
   |   |X  ,6.6060308476724385,7.412621752233395,7.217755986202189,5.841983035990313,8.58134623648737,6.1595797004379484,-2.048468867407071,6.439807529637079,7.505966231751189
   |  0|XX ,-0.34389217248065496,-1.4066357432054253,1.8147737088000002,-0.32206617696062123,1.1388840348359088,-3.1071975504017253,-3.1798337762618614,-3.5564957353305466,8.403392822380404
   |X00|XX ,-2.072315487968764,-3.6,-3.6,-3.9800000000000004,-2.0,-2.0,-4.897174928392582,-3.6,-2.0
 0 | X |  X,5.99507752849851,-2.941782847146121,3.8657786365909015,-2.839828611175984,-2.594841325904695,-0.9044896222439016,-4.8226303999999995,-1.6994304,-2.3854098651805367
 0 | X |0XX,8.79354693631499,-1.87004,1.6449863168,-0.9159999999999999,-2.016973487863541,0.0,-1.3697885813274038,-2.0,-3.0369905651077973
  X|   |   ,5.12482907393427,6.542614693873312,-2.334201556053657,7.257400969230504,7.632897541659341,5.036246883888002,7.221752877752832,7.251980411957392,7.318991657879083
  X|0  |X  ,0.13655189293649683,-2.962930284890161,-3.1672160408633943,-3.068913616348781,7.858985057148262,2.3679249029012603,-3.5171456388036786,-1.7340413337600002,-3.2200351452200957
  X|0X |X 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0 | X |   ,8.289952705239408,-2.0160208173774503,7.313410984191312,4.01644166119334,-1.718675912826635,4.077860106350754,2.838398267591093,3.565822868427305,2.017940799366594
X0 |X  |   ,-7.307164599176906,-7.329300554027234,-1.8499253759999998,-7.189611475044735,7.828427376999037,-3.9931162624,3.120846683601589,2.0934867858194433,-5.87654222086144
X  |0  |  X,-1.8081416262554653,-1.796260883697664,0.19733629237818173,-3.0061192061446333,7.768411447714383,3.4397963409774883,-1.2110659559872443,0.9800612644003843,-4.299328157396175
XX |0  |0 X,-5.868,-5.6640469994196625,-0.30700656150600025,-6.855459674845812,-3.6,-4.880000000000001,-7.3784,-5.6992,-5.7463999999999995
 XX|0  |   ,9.178364459663886,-2.675568056483419,-2.2634310677444245,-1.931823398333314,4.381365564351418,0.6610868597243658,5.711128535971275,-2.84175869184,-2.4137253990400005
0XX|0  |X  ,-2.2304377001625193,-4.5029701803008,-3.026720448,-3.23317795395584,8.696083634788117,3.2115301438408563,-1.6948877651892702,-1.6,0.4996339200000006
0XX|0 0|XX ,-2.0,-2.0,-3.2199999999999998,-3.6,8.3222784,-2.0,-3.2199999999999998,0.0,-3.6
X  |  0|X  ,-4.369373280166903,-2.02179628744704,4.514241914844758,3.2497720486992336,1.6049933892984876,-4.610109855784228,-4.722691816121526,-5.31437195264,-5.075533478565965
   | X | 0 ,1.8490029245154278,3.049918219856907,1.6298465364052788,2.074442455162544,-1.7084800393467405,1.1558657800005343,9.34794248703824,-1.7064799331803446,4.598111219752426
0  | X | 0X,-2.0,6.110083358412636,1.6689600000000002,1.12176,-2.6165279845652565,0.025992,0.0352336,-2.0,-3.4686537600000005
  X| X |  0,-2.172342157127992,-2.57225210724352,-6.570931173147349,-2.7510968263050453,-5.03481595393185,-2.009655660721031,6.50438278558355,3.929632525522387,-4.3375081462457565
X X| X | 00,-3.920449490382848,-1.948286503368566,-2.7151361260027906,-1.4780736,-3.07403744,-0.9159999999999999,4.880000000000001,-2.1069373584793603,-5.534465758311543
X X|XX0| 00,-3.6,-2.0,-2.0,-3.6,-2.0,-3.6488,3.6,0.0,-3.2199999999999998
   |   |X 0,6.591610213876755,3.0384888744058802,8.11600124533476,5.358209153128708,8.957618850366636,8.390928364584477,-1.4077822999091505,3.6463421224298704,-1.4488226583708408
X 0|   |X 0,-1.9040109465600001,-0.32374400000000003,-1.5105757630464,0.9459495040000001,-2.0,9.952776335171304,-2.2160659997375793,-2.304,-0.547219703808
  0|X  |   ,8.60959307178171,9.164973312629028,-1.0654392092924956,-1.0596641685610586,9.431626701564497,8.328914901964648,7.62772333651917,2.9074508731020594,7.188988071402274
0 0|X  |  X,-1.4254371474774188,9.992077183748574,-1.9041597064714577,-1.5082468826640347,1.4019264,0.014440000000000003,1.3260480000000001,1.12176,-2.2428339181145356
 X |   |   ,7.790265874926319,-1.9173555552939026,8.019428397264235,7.325556237136634,8.13307725970961,7.104686961200011,7.518409589766886,5.247926961267397,8.54042225653925
 X |   | X0,6.2707806108770425,-1.7636775222560692,6.0118918865869375,-2.102616112177847,9.072874461272432,4.004163108187165,-3.4320669834751243,-3.6751997606578923,-2.4680470678927393
 X |  X|0X0,-0.15823999999999994,-4.880000000000001,-2.0,-2.0,6.0407268917215236,-2.0,-1.17731778803712,0.0,-3.6
 X0| XX|0X0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |  0|  X,2.93288065801469,6.0600646601659545,5.2026356579927375,7.01740162925663,9.227241130068972,-1.8418375387726555,4.553163312922098,2.8159095188270817,-1.7228924822448441
  X|0 0|  X,1.2774079999999999,2.2993344000000002,-1.863208757248,-0.90704560463872,9.774820018631475,0.0,1.277408,0.0,-2.0
0  | X |  X,-3.0196595381140616,8.796476429286582,6.410734201879379,2.201590937506692,-1.6390856466932093,0.295401882023003,3.889760127502625,1.776757812197963,-1.4969888308885497
0 X|0X |  X,-1.8261907406808846,-3.50046550858753,-2.243410297416192,-1.7976811755314757,-1.1735488313485258,1.975586974681783,9.999885820184584,-7.773175337926001,-1.5339962519737238
00X|0X | XX,-0.30401094656000005,-0.5980736000000001,-0.11401952549601901,-0.383547654322082,-0.11401952549601901,-5.904000000000001,9.940970418964131,-0.12190550858753008,-1.166819525496019
00X|0X |0XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 XX|   |  0,9.114366903722456,-2.3518225506756334,-2.210792742751841,-1.0429379326771202,3.839805649215407,-2.8933683635814402,-2.1828367713313845,2.942382732712828,-3.273671299311411
 XX|  0| X0,-0.5403136000000002,-2.0,-2.0,-1.6,2.128432896,-4.880000000000001,-3.6,0.0,-2.0
 X |   | 0 ,1.9424866633455276,-2.7452603824235853,2.0768049101133244,2.4667678035270026,7.678236669428995,2.565977391639993,8.008758432959954,-2.852700770315775,4.560492593921395
 X0| X | 0 ,0.11370957056000003,-4.3057369938944,-3.2559371172864005,0.0,-4.5188713938944005,0.684,0.0,0.0,2.59611892604928
   |0 X|   ,7.3531112428154985,3.962628062398311,2.78678030689342,-2.043799686380551,7.688453891828591,-1.7691953057877776,8.881458033280841,4.5399544017322295,3.391536151892347
 0 |0 X|X  ,0.12996000000000002,-3.3373472132291653,1.4019264,-3.1475297977204146,6.558235822630451,-3.2373194296127203,-3.49720952031232,0.0,0.0
00 |0 X|X X,-2.0,-3.319864,2.0,-3.6,-3.6,-2.0,0.0,-0.8204799999999999,-1.81228
 0 |  X|   ,6.757715518247002,-1.0347805819899853,8.58084436306788,4.023257564545437,9.403337193529982,-1.0343834064511666,3.7107454246116793,7.098929404300776,4.508426468499961
0 X|   |   ,-1.271006594258721,5.097905617807494,-1.3148463826727603,7.412156758864639,9.135082696291747,3.8294284505938925,7.331316280758409,3.857373701429499,6.933048559837692
0 X|0 X|   ,-2.0,-4.880000000000001,-2.7363136,-3.884832,-1.1105670057984,-0.8782399999999999,7.37856,-2.0,0.0
0 X|0 X| 0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0X| X |   ,-1.4765917363009051,-8.595564260373337,-8.262498187289506,-3.896894962450432,-8.232934410065969,-2.182937198592,1.4887358491618423,-1.3724819348657558,-2.1483749339555436
 0X|   |   ,4.376204269009857,-1.1523309635577648,-1.367977228643174,5.3221920930000906,9.490431141277625,1.776274968879583,3.2504519601579633,8.798963722917197,3.0305634481876322
 0X|  0| X ,-0.30177038131200007,-2.8682172858368,-1.8865255819520002,3.2534566400000005,0.2275019093203739,-3.457967559296,0.676593300472103,-4.39239008,0.27791801600000005
 0X|0 0| XX,0.0,-3.2199999999999998,-2.47824,0.0,6.7232,-1.62,0.684,0.0,0.0
   |X  |   ,8.326060145103442,7.285226478098687,7.632667959938818,-2.0231617902471313,8.243972642131878,5.374387230068729,7.26615819607397,6.492103469874509,8.567269839946695
   |   | 0X,4.353531452959625,8.118284475644336,4.782619028055518,2.8543878593099694,9.472347219331358,2.7881138777724757,1.783762630423388,-1.3142159246817227,-1.3134101755572398
 0 |X  | 0X,0.38,-1.0760886199287811,0.0,0.0,9.64815627911168,0.0,1.4019264,-3.56282496,-1.8390807040000001
 0 |X 0|X0X,1.277408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00X|X 0|X0X,-1.62,-1.62,-1.425184,-3.9528,7.37856,0.0,-2.3688000000000002,-0.8782399999999999,-2.0
 X |   |  0,7.918667774691447,-1.0977478991456247,7.291323228118467,2.195674798599755,9.346116978809539,7.473396454195247,7.454599282329886,4.485061094540086,-1.180598140830644
XX |0  |  0,-6.049907611731755,-3.1079918091636243,2.589516793875661,-3.1079918091636243,-2.1048252031178247,0.38,-1.6,-3.6,-5.1188482571636245
   | X |X 0,-3.626334625158412,-2.9598530057843746,8.509576949929762,-1.880698834588664,-3.8124178788159253,2.95460005284653,-4.333770658260574,-2.013809158562695,-3.450962409302733
   |XX |X00,-4.8672,-4.880000000000001,-4.880000000000001,-7.2074,-5.940200000000001,-4.880000000000001,-3.9800000000000004,-5.5571600000000005,-5.564
X  |X0 |   ,-2.3707002041755096,5.770149110689024,-1.0909265672260053,-2.5844475585305835,-2.4339753155918906,-0.0034997422432126203,6.341693363980406,-0.9638907434981965,0.349188547368646
 X0|   |X  ,0.2514368055678635,-2.629326713619265,-1.9905647109511044,0.1382935297133808,4.838142920402826,0.8489179201536,-3.3335977223600946,0.7433264330931081,8.472634080652961
0X0| X |X  ,-8.885225676557951,-7.257122825859105,-5.719740745679609,-4.611136278372153,-8.296948644546296,-2.104889026254124,-5.567878611253187,-1.7105058340377972,-1.7662366299750603
X  |0  | 0X,-3.796010852586167,0.7687411200000001,-2.0,-0.9160108525861669,8.171528541546513,0.0,0.0,-1.782860458513079,-1.929563196117687
X0 |0  |X0X,0.0,0.0,0.0,-2.0,7.9028480000000005,0.0,-2.09845888,-0.7225920000000001,-2.19893888
 X |   |X0 ,1.330926214061439,-6.526246538457972,0.14286209277542394,0.45501523189993076,4.628596642117129,0.0,-6.829680517913638,-6.356057195992534,0.8312264944725385
 X |0  |X0X,-1.1036931584,-2.0,0.0,-1.2921958738944002,8.02439730668924,0.0,-3.799686154288333,-3.6,-5.30167964416
 XX|0 0|X0X,0.0,0.0,-2.0,-1.0728,6.7232,0.0,-2.0,0.0,-2.1256000000000004
  0|   | X ,8.59921402467708,9.197043442889788,-1.1024808250279339,3.6356584819155073,9.01656428088724,8.759787841414752,6.019355157189876,-1.17662554245545,8.330067130901607
  0| X |0X ,-0.4782399999999999,6.780652627098902,-2.0,0.0,-4.873163349735015,0.0,-1.60168757416448,-3.0850447493376,-0.4782399999999998
  0|XX0|0X ,-2.0,1.12176,0.0,-1.7868656000000003,-2.0,0.0,-2.0,0.0,0.0
   |0 X|  X,2.406330764093412,-1.7090893613383882,4.975994646531537,-5.51265921948801,0.8669402553747032,-5.632393149150736,5.161963706793193,-3.708331433512305,-5.96106473615211
0  |0 X| XX,-0.7745415413390115,-5.4486103069687815,2.586116203222528,-1.61209686858753,-0.9159999999999999,-0.19791902143127288,9.997923081256586,-0.803362731564939,-1.9854554857344127
0 0|0 X|XXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |X  |X 0,8.929520742689059,-2.083748199325072,1.3232615661385596,-3.2764861007550854,7.274947289995067,3.9809139655950316,-3.008885346627477,-1.1689220408192096,-2.790830117439638
   |  X|   ,8.017919087382761,7.569062340386396,8.068612561837359,6.8683002093592975,8.111847669820222,-1.9939145544733232,7.732660985570025,7.1881650550131795,7.906863761157971
X  |  X|  0,-6.486717668601962,0.0,1.013504370148147,0.06703538314936319,2.8933831553541305,-5.757948690931255,3.112588159183187,7.0547952110504495,-4.241401695992676
X 0|  X|X 0,-2.0,-1.728637810688,-3.6,-0.679747074048,0.0,-4.880000000000001,0.0,0.0,-4.880000000000001
X00| XX|X 0,-2.0,-3.7367999999999997,-3.6,-1.8282013081600001,-3.7367999999999997,-3.9391978106880003,-2.0,-2.0,-5.289748224
X00|XXX|X00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0 |   |  X,8.895236881162704,-1.1608926423207926,9.22459872601116,2.9336664602737685,8.961650638927848,3.9769625689041717,5.89430020008359,7.221308677923982,-1.1961792318602917
 0 |X0 |  X,9.478232242119196,-1.1916932513180973,7.055087031131373,-1.5933735210935256,-1.1526909951032143,4.786966354386334,8.160612482777895,8.3222784,-1.2460553563075603
 0X|   |X 0,-0.9536190657331198,-1.4965869440000001,-4.7507766303744,-1.01982548323048,3.3707126056780576,0.0,-4.63870574336,0.0,0.0
 0X|  X|X00,0.0,-1.62,-1.62,0.0,2.0,0.0,0.0,-2.0,0.0
   | X |  0,2.2649887319808784,2.6659770151662863,8.786754912729405,2.1352813508532322,-1.9191347371788878,7.7452099737772615,6.022016430022786,5.955857753695246,-2.592275242053358
X  |0X |  0,-4.86401688384,0.5453514368000001,0.9887379952640002,-3.0380215570432,-5.071549739652093,0.38,5.616410820056051,0.0,-3.6
 X0|X  |  0,6.2450053476352,-3.8658406784,-3.423832,-1.095347723776,3.278217373804785,0.0,0.0,0.0,-1.2021421747199998
   |   | X ,7.900076571671439,6.7834246788919685,8.580464491745682,4.592792269528224,8.122187469563787,6.0406058496289505,7.347569620115613,-1.900763873127247,6.8737310860564715
0  |X  | X ,-1.0304830247989711,9.07015950372882,9.473190355950669,-1.0386932757980394,8.86419615510232,3.833367492234008,6.0234519187693465,-1.0482146807251023,8.965761964183075
0  |X0 | XX,-3.80866397421818,0.13965623695359997,0.847878954129023,-5.02467444548825,-4.183302941455649,-1.6352208872400487,8.350691506662379,-2.1223223851375588,-5.298311883512897
00 |X0X| XX,-4.196,-1.9119391255750249,9.774820018631475,-2.018438745521521,-1.62,-1.40983858366002,-2.0,-0.30401094656000005,-2.09845888
   |X0 |X  ,9.215986344093972,2.7166420390545163,2.498853174003938,-1.7174170035580532,-1.5573373661917118,-2.8944472555891427,-1.5319046284996076,6.347229263966255,6.616894960220709
0 X|   |X  ,-4.5097686181734815,-0.8959259165346034,-2.972014349983416,2.611326728986798,5.410307841207174,-0.01151366447794977,-2.959335498595155,3.828879743030767,6.825707463253638
0 X|X 0|X  ,-3.5819688866026396,-4.0792,-2.6585394073627144,-5.686559862194665,6.495498808880953,-3.41228,-5.566104,-4.304,-2.0
0 X|X 0|XX0,-3.2199999999999998,-4.880000000000001,-2.6573512022584196,-2.78045360463872,9.81985601490518,0.0,-4.880000000000001,-2.0625272046387204,-0.9362346430464
  X|  0|  X,1.3084293999430923,2.6278295755014884,-4.142651894501209,7.782497653696873,2.6215697829576996,-4.392376597458426,0.359712802013184,-0.284829344575264,-4.708322673102988
  X|  0|X0X,-1.4278336,-2.0,-4.880000000000001,-0.8905216,7.407479642168325,-0.5925788679880183,-2.5640084243388497,-5.103311287808,0.0
0 X|X 0|X0X,-3.6,-3.6,-6.3078336,-3.8554816,-1.731564544,-3.6,-2.0,-5.0168,-2.0
 X |   |0 X,7.202397921848602,-2.4348018343415188,6.218302114577041,7.671568490448928,4.884971033292558,2.4754150140393096,-2.114238188947885,1.6091095303865157,-2.650473114069171
0  | X |   ,-1.4204506988196821,8.61623181308109,5.575480040596688,9.114033050076458,-1.5765873146879108,3.4614763184405914,6.932143019289311,2.0996713942977316,2.6860552739145906
0  | X |0X ,-4.0110912,2.0487411200000003,0.684,7.9028480000000005,-3.6,-1.0495278296064,-1.43937664,-0.5980736000000001,-1.6
0 X| X |0X0,-4.6420241792,1.2525043200000001,-2.0,0.0,-2.0,0.0,0.0,-4.6420241792,0.0
 X0|   |   ,6.662673228134353,-1.0744840118279464,-1.0395596899782995,4.599862171236502,9.420620477795612,7.377677136713423,7.108256171576232,1.5078785376490353,8.286671070182999
0 X|  0|X  ,-3.6,-0.7675846911105104,-3.6,-2.0,7.233377337602088,0.0,0.0,0.176168,0.0
00X|  0|XX ,-5.26,-3.9800000000000004,-3.6,-5.904000000000001,-3.6,-2.0,-4.880000000000001,-3.9800000000000004,1.502465792
00X| 00|XXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0 |X  |X  ,9.452758247129822,-1.111478288952572,-0.09060560294602871,-2.1276909384521536,-2.820086022861765,-2.2410462696397353,-1.0874453462623088,2.787231275934487,-1.9475587518464004
X00|X  |X  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X0 |0X |  X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X  |   |X0 ,-6.163658088245742,3.318642655469416,-2.2235278497437676,-0.2514341472654419,-0.6390840487289999,-1.4170441489776637,-6.943938209236504,-6.883472098709209,-1.039028928
X  |X 0|X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |X  |0  ,2.928452321535481,5.24430816226975,5.9281661536104755,-1.2470050777128632,9.383025140430444,1.7535579023464505,-1.266779423349646,7.046425281038979,6.751624827514782
 X |X 0|0  ,1.1082437060411814,-3.439122909948829,0.014440000000000003,-3.5064070471433544,0.0,0.0,-5.5656064377592225,0.0,2.174816
 X |XX0|00 ,0.0,-2.0,0.1368,0.0,0.0,-1.974008,0.0,0.0,0.0
0XX|0  |   ,-2.0,-4.34664416,-1.6624829603700666,-0.7654874335490066,8.686337797503816,0.684,0.0,0.0,0.0
 0X|  X|   ,-0.6081721232734736,-6.612740390076764,-6.046465013913043,-3.4368371097600003,6.588056704461583,-7.235087463382907,-0.23443084327321606,-1.0899103285438057,3.256008307436857
 0X| XX|  0,-3.6,-3.6,-3.9800000000000004,-1.7368000000000001,-3.9800000000000004,-2.0,-2.0,-3.6,-3.9800000000000004
 0X| XX|0X0,-4.880000000000001,-3.6,-3.6,0.0,-2.0,0.0,-2.0,-3.6,-3.6
X  |  0|   ,-1.1236386243917027,2.7571916490540582,7.095565814350818,6.236855085861513,9.48040896836185,-1.3772855957464292,3.4583555376678277,3.2871469442167816,7.779025588190444
  0|   |X  ,8.19591686370937,8.134238325200469,-2.0320215573716487,2.6564099006048405,8.218226635612568,7.079692676236169,-1.9951799070302603,4.558358253815926,8.86777557453371
0X0|   |X  ,-2.936522432,-3.2313923999457277,-3.936923167305728,0.0,3.1491387464712193,0.030035200000000012,-4.764614219264,0.0,5.8832923455488
0X0|  X|X0 ,-3.6,-2.0,-3.6,0.0,0.0,0.0,0.0,-2.0,0.0
 X | 0 |X  ,6.595053963077628,-1.4251616038850312,3.445137969096232,8.126531086344094,-1.609493327272403,8.235124471263022,-1.6098443130723152,3.655791808590167,8.093518021056028
0  |X  |  X,-2.1477505956637284,6.936229874663029,9.464848902939721,-1.4094322399346582,5.64040123804086,0.5069444621910986,2.010001422459942,-0.21126713881685935,-1.894083462351805
X 0|  0|  X,-3.8598395570775175,-1.3868656,-2.3045862976899354,-2.0,7.726651812219442,-4.106689528591657,-1.6,0.0,-0.9928510941421568
X 0|   |  X,-2.589601619184622,-2.097503916796967,-2.8049754053648686,-0.828436553314116,6.848887311148234,-0.9504184843177199,4.579491246468556,-3.573751223891338,-2.6948249337526775
0X |   |  X,-1.899264539595654,-1.9984758898572008,2.949771316216807,6.013670445888242,5.771022646596925,0.977050725985291,7.950444808421098,1.031044796957823,-2.1774777640640894
   |  0|X  ,3.594348686226674,3.9919138803585903,6.0818968149896575,5.567477404834623,9.282710929169985,-1.0744880908408958,-1.093120155866707,1.0349004956069938,7.168813690578996
   | 00|X X,7.74202201127628,3.6211778604822973,0.6763810724636046,9.999999999999996,-0.5140565735451526,-0.5011555079622289,-0.5050862796366637,7.383976682313522,-0.5213870646800329
X  |   | X0,-2.333620915346473,-0.03450905856,8.997923854017255,0.0,1.624010770057912,6.620914042405317,1.0814717161644032,-2.7495677814566433,-1.9819244548394335
  0| X |  X,3.6308259398674676,5.466359733159694,-3.442815538442817,-2.9502100178908486,-2.487010903460852,-0.5465151090203799,-1.8330903527329945,-2.650509102231939,-3.511280451744295
X  |X  |  0,-1.4928819587118227,-3.838783192031971,-2.456113246079367,-3.3151953191142987,-0.4598806946752877,-1.0974355200109223,8.70547641161834,5.540297485876581,-1.8961703334045026
X0 |XX |  0,-5.641438196641137,-3.61444,-4.6240000000000006,-2.0,-5.565657076641137,-4.184385280000001,1.590071795564544,-1.2987671040000004,-2.0
X0 |XX0| X0,-2.25691776,-2.0,8.65782272,-0.7537807872000003,-2.0,-2.0,-0.976,-2.1256000000000004,-2.322592
X  | 0 |   ,-1.1533329150472418,9.070244796957494,9.286558556251507,9.087041406723039,-1.1336199885980234,9.13994778292082,9.154847145176415,9.209680085651312,8.344728346275765
X  | 0 |0X ,-0.5096367872850622,6.051001787130019,9.999999999999996,9.168419706992571,-0.5432342706742025,8.624254493972336,-0.5070948153619769,-0.5169869694544511,9.004659850135804
   |X  |0X ,6.798581903394543,1.007673222475748,5.648449200529399,-3.4991039986721173,8.103526716959642,0.152982169698304,-3.6444401959834067,-3.6799148272600224,3.5025691893552153
   |X0X|0X ,9.440345787159691,3.472142589031219,4.880000000000001,-1.196869926203392,-0.40027255293935105,-4.076869926203392,-1.809137165065959,-2.80355292324077,4.612396955140692
X0 | X |   ,-8.781232192898555,-7.94656700616712,-0.8837553049640959,-3.448752549892096,-8.06048535770205,-2.10023414784,-0.6289130119967603,-2.169563534865756,3.9486372644114485
X0X| X |0  ,-5.904000000000001,-5.7375634048,-3.1472495430656,-1.78544,-3.6,-1.56038528,-3.9452747515203095,-1.1105670057984,4.919606570945741
X0X| X |00X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |   |X0 ,4.617631534475417,6.184796055870366,3.6763759842247916,5.34709677810413,9.073702914557684,0.7800239895667884,-1.595027331297174,-1.9193900488451558,4.868304037109494
X  |   |0  ,-1.5207112989101286,5.15288352504118,4.370142891906355,5.966034683834515,9.321666982064102,4.335072519785994,-1.1612546591305395,7.302518206120068,8.479652853821555
X  |  0|0 X,-3.4262802089715603,0.11274751999999999,0.0,-1.22,7.781872409095488,-1.696331947230154,-3.068609631197871,0.0,-1.4686096311978707
 0 |   | XX,2.3457877518655432,-5.607053538332072,-2.9946667080587153,0.5990812888732856,-2.496089726505655,-2.14222557184,4.877421967833932,-5.7928360669921055,-5.789310431637874
 0 |0X | XX,5.814681567164058,-4.4267102072238425,-0.9159999999999999,-3.2158960000000003,-4.407762893438164,-3.6,0.0,0.0,-1.133201317376
 00|0X |XXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |  0| X ,4.755934586750835,3.447574928435051,8.241543567426183,8.045149296127079,9.393911398131863,-1.0178588382107794,5.900956797292893,-1.0130840497009326,8.603969216681367
   |X 0| X0,0.38,1.9280835200000002,9.718525023289343,-0.4612634976485378,1.8331496930312192,-3.6,0.176168,-1.9700273664,-1.7985765669109761
 XX|   |0X0,-2.0,-2.0,-3.6,-3.6,-0.14160568320000033,-2.0,0.0,-2.0,-4.5947071872
  0|  X| X ,9.479342986332387,8.004310160354713,-1.2991337165194232,2.4548914540117908,7.172344827777469,-1.7301660435727122,4.695747415826018,-1.444270365829189,5.25174070635068
 00| XX| X ,9.999319435266157,-1.7328843241244445,-1.4427615744,2.504398538752,-0.8266823287207652,-0.6540081473009208,-4.85696,-2.486280245575025,-0.5639308840134247
0  |   |X  ,-1.149249581419116,9.403177350920373,8.849490105500696,5.775440265075524,8.462491779047111,2.2250328431680644,-1.0523360643302992,5.491056938922595,7.352649918971417
0  |  0|X X,-4.646072,-1.252680448,0.0648252032,0.0,0.0,-7.817791430502558,-4.5559629344,1.7736117739955921,-5.615617862581494
00 | X0|X X,-2.0,-2.0,7.9028480000000005,-3.6,-0.8782399999999999,-2.1772259839999997,0.0,-2.0,0.0
  X|X0 |   ,8.736260501169298,8.416328642380762,-1.5309087936784356,-1.2609137001669666,-1.3380353640531655,3.8472605094453405,4.774616891566306,9.305802133273113,8.944774096532706
X0X|X0 |   ,-1.1319773406324511,-0.7684688393148235,-0.6817981495603169,-0.6099712288484607,-2.29465456922878,-1.1414602239999998,4.840106690290264,9.999999723930147,-3.1069440000000004
X0X|X0 |X 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  X|X  | 0 ,2.0521017159041692,6.312257167497451,-3.529978238083817,-4.481772919971464,4.621127283297094,-0.590761984,3.4905253914585592,-4.132724805141009,7.02707659450901
0 X|X X| 0 ,-7.0859663610726304,-3.7267671039999994,-2.0,-3.9800000000000004,-2.1542794639309824,-4.880000000000001,-2.7328,-5.26,0.15132738741246987
 X |  0| X ,2.3877858544493087,-5.062909699543823,-4.883296797861924,5.5058003022432,8.959785612233294,-5.352186894705714,-3.5672206581636794,-3.109957434648157,0.9707520979730919
X  | 0 |  X,-1.60311456843989,7.731805848049475,7.57608196350845,7.699855437107834,-1.6741998594845477,8.154414272511902,7.367058237385966,8.616243945234892,-1.539948811119133
X X| 0 |0 X,-7.393708939078055,-2.0827350072958346,-4.854725241845154,-4.880000000000001,-6.3219928386141095,-4.4192,-6.367912848943131,-6.7232,-5.51068938427965
