,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
X0 |  0|X  ,-2.0,-2.881684346390517,-1.6,0.0,7.4831419492695055,-3.17015008,-2.0,0.0,0.38
X0 | X0|X0 ,-3.6,-4.880000000000001,-2.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0
   | 0 |X  ,9.07780213145579,9.005795257424651,8.2153058280529,9.135263596457236,-1.057210758845772,9.20473806572552,-1.0731600577170581,8.469240845121469,9.388466303415372
  X|00 |X  ,8.73234653148045,8.144500704866033,-0.5070392391690527,-0.5038273762882761,-0.5074359326320396,9.999999999999996,-0.507541917229503,8.489907942582583,9.439706490176837
X  | X0|X0 ,-5.564,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
 0 |   |X  ,9.473299716472203,-1.1214568561109655,8.384497610767928,4.460819704149097,9.153166991146499,5.533932736333963,-1.1098271615820374,6.623253357311879,3.984262456678264
 0 |0X |X  ,-2.0,-2.49480685036893,6.3896685892414995,-2.9985934535679997,-1.69953248,0.0,0.0,-3.6,0.12996000000000002
 0X|0X |X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   | X0|   ,3.7959953099749035,3.7798743617912907,9.093577068136087,1.42608960210758,-1.7721731548242525,-1.8534458265047298,1.6571240096255802,0.7762850847770979,5.919433604472909
   | X0|0 X,2.7101650495579426,-2.0,0.0,-3.3568000000000002,0.0,-3.457733377152,-2.0,0.0,-1.7972508723978242
 0 |XX0|0 X,1.9953589058754853,-2.0,0.0,-2.0,-2.0,0.0,0.0,-1.7251839999999998,0.0
 0 |0X |X X,-3.6,-4.880000000000001,-4.880000000000001,-3.9800000000000004,-2.0,-2.0,-2.0,-2.0,-3.9800000000000004
 0 |0XX|X0X,-4.880000000000001,-5.564,-4.880000000000001,-3.9800000000000004,-5.564,-3.6,-3.9800000000000004,-7.1352,-5.868
 X |  0|   ,4.656054585097149,-1.0265635236329458,8.239331940850871,6.202999017189903,9.487122652493662,-1.0335328378286504,3.556959167625682,2.115761997411607,8.336301346256812
 X | X0| 0 ,0.10131625640263679,-3.6,2.7677880017235794,0.0,-2.0,-3.4609278369883123,0.0722,0.0,0.0
 XX|0X0| 0 ,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0
0XX|0X0|X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 0|XX |  X,-0.8349152994005309,9.999999999984968,-0.47385698944309895,-0.5937387790394231,-0.6412423645423297,7.138232607287379,-0.9308744620779952,-3.9203220890052197,-0.5032047247520859
 0X|  X|  0,0.49846272,-3.5778497847315336,-2.1582307471857014,0.0,8.631521028268844,-0.9721197559694952,0.10396800000000002,0.0,-0.36001100462891955
00X|  X|X 0,-2.0,-3.6,-2.1980736,-1.6,8.3222784,-2.1980736,-1.316,-3.2800000000000002,0.0
00X| XX|X00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  X| 0 |   ,9.089798472724242,9.15185730666626,-1.1056992497362779,9.197207841806645,-1.067933813345045,9.014304665066831,7.107146178486526,9.002459596817197,9.378158165040446
   |  0|X X,-0.8542673964524534,-1.6866303999999999,-1.4181968,-1.2934674798481218,6.085822777626859,-8.360664047460787,-9.014664824133504,0.5345620460031714,-6.944620618224588
   |X  | 0 ,4.644645543573932,5.754858872388172,3.156875274779297,-1.035003791694395,9.489844685242907,0.8218482222855602,7.353393939402073,-1.0388862014679028,8.15616686561837
  0|X X| 0 ,-0.9159999999999999,0.36961578188800015,0.0,-2.5633591611153648,7.209491908320082,-2.9496639872,2.2433011200000004,0.0,-4.6240000000000006
 00|X X| 0X,8.65782272,-1.8940736,0.0,-0.41876710400000017,0.0,0.0,-1.22,-2.683774208,0.0
X00|X X|00X,-3.6,-2.0,-2.0,-2.0,2.0,0.0,-1.62,-3.2199999999999998,-2.0
  0|  X|   ,8.751521879698384,9.322912921872847,-1.118772817120742,4.21701754635035,9.486899413230075,-1.0474794396914866,4.231254738871615,3.3983802195482236,3.8958916698901076
  0|0 X|  X,2.58331106304,0.0,-2.8090338611370584,-3.1902111864832374,5.737158173902607,-5.393876039331974,0.0,0.0,-1.7285520281600002
X 0|0 X| 0X,-3.6,-2.0,-2.0,-3.6,0.0,0.0,0.0,-2.0,0.0
 0X| X | 0 ,-3.6,-4.586415543847362,-4.586415543847362,-4.6240000000000006,-7.38006100901888,-1.25181312,2.390593182829937,-2.0,0.0
   |0  |X  ,3.607682694283592,5.430644256638682,3.0492700583269254,-1.2683478810606565,8.90111256899088,8.184645345409812,-1.2201338015796037,4.6106260944304465,4.605310898696679
0  |0 X|X  ,-4.831862769792,0.0,0.0,-3.6,1.8331496930312192,0.0,-1.5266211014888298,0.12996000000000002,3.0888356431186534
 X0|X0 |   ,8.71584524712091,-0.5026884042548149,-0.5017142363695386,-0.5068563444570413,-0.5140205068762318,7.98449376985657,9.999999999999996,6.364894604708269,8.513072269384924
 X0|X0 |0  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 XX|00 |   ,9.406146138037114,-0.5001036761604399,-0.500436777077754,-0.4995080964452453,-0.5000184683532046,9.999999999999996,5.08847097651016,0.5857628218732835,2.146494358197115
0XX|00 |  X,-1.3447497069291203,-0.9623847497988318,-1.4389877274954253,-2.286242977564831,-2.2768407040000005,9.995943518079269,2.0,-3.7822924800000006,-2.0
0XX|00X| 0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 X|X  |   ,-4.330911070990351,1.754896220716716,-4.02692812150515,-3.3809533946692762,5.440904288725632,1.9511696630003552,1.2395835281660528,-0.5482970591105363,6.3396114539080894
 X0|0  | X ,-0.77031808,-3.2700096638771203,-2.0,-4.880000000000001,7.898109131256771,-1.6960000000000002,-0.47939200000000004,-0.49935926506121364,-2.0
 X | X0|   ,-2.877979451061445,-3.554700573385797,2.247805538831985,-1.3771592700093094,-5.38778207000511,-4.64587949080155,-2.993843855281357,0.35966844898102013,4.526947053034329
0X | X0|X  ,-5.136445461952203,-3.9800000000000004,-0.46212338265188446,-3.2800000000000002,-5.8092736,-5.099848725952202,-6.199852729600162,-3.3956788633599997,-2.2580736000000003
X X|   |0  ,-7.706590235969559,-0.8896063735730751,-6.620268674545182,-3.1041876432319784,-4.573889394515139,-2.7696384000000003,-8.671680124456913,-0.64947378847744,6.2768283578873785
  X|0  |   ,6.858407184467366,3.940155181189161,-1.3509480914295604,-1.4787096265655264,9.226989895414782,7.57840181412386,7.02088822714636,2.648915188615858,3.425752616541774
0 X|0  |  X,-7.322005129152203,-0.38,-3.120518827980246,-3.853693355980246,2.523585115893442,0.0,2.0,0.0,0.0
X 0|   | X ,-1.8973749340181862,2.530660067992831,-1.666903360117557,4.154834816014951,5.333381937818748,6.547133401351999,7.375254005125912,-1.557817509669967,8.323907480156771
X 0|   |0XX,-3.060699691648999,-3.1080056832,-2.648413025318217,-4.1006336,9.999885820184584,-2.0,-0.5554557563299545,-1.8081047463009718,-0.10120426807021694
  0|  X| X0,5.153666321203201,0.0,-1.2723913468928,0.0,1.8164371162890243,-3.29075296,0.0,-2.6517765801598974,-2.038716476485632
0X0|  X| X0,-1.0728,-2.322592,0.0,0.0,7.37856,0.0,-2.0,-1.0728,-1.9310399999999999
 X |   | 0X,0.9883290884650054,-7.265052409215893,0.689300816384,1.5635298783888927,2.4297569699022397,0.15537440000000002,0.11174380830720002,-7.709739602142078,-7.976052114726381
0  |   | X ,-1.4895666514724608,8.501446160105012,8.871802847582495,7.064897817033273,8.968832510396266,4.152828783448694,7.151569295013253,-1.3075315590269032,7.002159841316167
   |   |XX0,7.559002672511868,0.6886122703982769,8.292152286666187,2.459622357229827,8.792497310125778,7.349774320188246,-3.2064246403775067,-3.6096113692474328,-3.105654956868596
0  |  X|   ,-1.614640915734029,8.789690618348516,8.827103655152051,6.705205794464444,9.04027683036249,-1.3915482505844552,6.3435904693617555,4.3384307691415085,8.654168868823666
00 |X X|   ,-1.4017423976431693,-2.36860080463872,9.997403851570732,-1.4460659573789212,5.121461726948278,-0.6702797690733292,2.91783482368,-1.7568,1.277408
X  |X  |0  ,-2.5986633927979605,2.7181728681638355,7.385059542427642,-2.575564326498442,5.404543396107559,1.9631295634538393,-3.1113561269117236,2.9365712507098314,3.961651307222528
X X|X  |0 0,-0.18028479932699498,4.4095981547520005,-1.379198425832903,-0.2714603176436498,2.8729897667139994,0.8570928655083716,-0.1892250496366517,9.999721240685018,-0.8727068111357082
X X|XX0|0 0,-0.39357777597602617,-0.4,-0.6476445277560272,-0.2044536046387201,-0.7225920000000001,-1.6886256148090806,-1.85005081253184,9.980657186886166,0.0
X X|XX0|000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  X|X0 | 0 ,9.074369452902614,9.999999999999996,-0.5060490916269258,-0.5026264857608849,-0.5010046528275316,5.759661003055241,7.521340051790894,-0.5003556548063062,9.12163037037302
  X|X0 |X00,3.6,9.855884811924145,-3.602592,-0.26320875724799997,0.0,-3.6,-1.6510136832,0.0,-2.461984
   |X0 |X0 ,8.827705276140678,9.999999999999996,3.1074067968243315,-0.5341230059825977,-0.5119462514464597,2.8325006628162384,-0.5730449053808904,-0.571739526180558,-0.5908292246196658
 00|   |XX ,9.999990192028537,-0.4839763114849215,-1.2551734087091964,1.79169618944,5.756073118581259,0.5060673110016003,-1.1865060506274698,-0.943823405093716,2.2310195200000003
X  | 0X|  0,-0.9845532861830959,6.260622591284418,6.860316014155633,4.2018987495052835,-1.000221013258695,-1.0341576397759433,9.49987443391896,8.07716359295625,-1.0465138262116656
X  |X0X| 00,-2.4884453411680156,9.952776335171304,1.9491264,-1.5918354903731324,-0.7225920000000001,-1.7668503069687809,2.0,-2.43144979646002,-0.1273818857344125
 X |   |0  ,7.580816284993405,-1.572620140750304,5.059941898482395,6.951305158084451,9.059128854321482,4.210328674211323,-1.3367917133423264,6.202975547142035,7.212598028237463
 X |  0|0X ,0.0,-2.1063951328860098,0.0,0.0,8.828996447267572,-0.4409917292116163,-2.0,0.0,0.0
0XX|  0|0X ,-2.0,-2.0,-2.0,2.0,0.0,0.0,0.0,-2.0,0.0
0XX|X00|0X ,-0.8006839607116487,-3.9593492291224983,-0.80532247220364,-0.5077078575046453,-1.7007707315649392,-0.5901240992542329,-0.2239884645302369,-0.361861751727709,9.999149294082697
0  |X  |XX0,-2.8300453741012945,9.463009240481933,8.049572613802702,-2.0876771296458543,8.3222784,6.82100055125354,-3.1071227853745813,-1.4119665915749688,-2.2812846080638787
X00|   |X  ,-7.454270158947955,-6.18091862809518,-3.5753076000000004,1.953977854298865,1.327532642831985,0.3068147199999999,-7.473987067407488,0.0,-0.6727999999999998
   | XX|0  ,4.728739455375645,-1.2188892210775393,0.29351122591530204,7.526743646426904,-2.710052325473935,-3.1412981112085285,-3.051820698572595,1.7414484116276197,5.199901765037692
   |X0X|  0,9.999999999999996,8.53534920069243,9.045964674338286,-0.5061009019771651,-0.501096042007678,-0.5110706426832712,9.145442441135149,9.143016781692369,-0.4990259610391388
 X0|X0X|  0,9.855884811924145,-1.8456174109687808,0.0,-3.2199999999999998,-2.652670677319025,-1.9119391255750249,3.6,1.75408,-0.41876710400000017
   |   | X0,7.242090050413995,2.5425530990748357,8.78621845715625,5.555744530230514,9.421075567400916,8.539527784661084,1.955111458137021,-1.0703603433265498,-1.0396393922269112
0X |   | X0,-2.322592,-5.5868976,-1.9527999999999999,-0.0033280000000002197,8.65782272,-1.2582399999999998,0.684,-3.77208448,-1.7631244799999999
X  |0 X|  0,-3.5256051200000003,0.0,0.0,-5.768369837479567,0.0,-1.9256051200000002,0.2356423168,1.8992693615844018,-3.5256051200000003
X  |0 X|0X0,-3.58556,0.3770465792,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
  X|X 0|   ,-0.2630363004184041,0.0,-7.498761366742172,-7.767185243283526,0.8321752183602568,-6.679870940301791,0.43173003087687845,0.2131344,2.1249660623219
  X|X00|X  ,7.973839079808322,-0.5960000000000001,-4.784792488119947,-4.478358268556338,-2.8547747999670587,-4.265905723161001,-1.564725333806717,-1.3257919999999999,0.09846579200000027
  X|X00|X0X,0.0,9.81985601490518,-1.4155787096064,-0.7225920000000001,-1.0245258502137449,-1.62,-3.24227760463872,-2.224858678168781,-0.5656174109687808
0 X| X |  0,-4.223831718424576,-3.3280000000000003,-3.9720989568491527,-0.9195324799999999,-4.703832,-0.684,2.9063172714496,0.0,-4.7816841625599995
00X| X |X 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |X0 | X0,9.999999999999996,7.635877482664572,9.046926104296848,-0.5635318415622204,-0.5147046241570197,9.32511893032593,9.108187503335925,-0.520374223200108,-0.5294013666780215
 X |0  |   ,7.961171353864157,-1.058007646592914,2.575623040042424,-1.0620210682663571,9.379330395873028,5.175139596408241,8.646033821595033,2.265933908979031,2.327343132921943
XX |00 |   ,-0.5200563415529144,-0.5112109487667627,7.723180817547731,-0.5206863781085869,-0.5000980270783336,9.999999999999996,5.532364217323234,1.9673013034209017,-2.090782333380127
 0 |X  |  X,6.907671655507672,-4.145541386377683,4.88575235784345,-3.2951350240988138,4.981659940746038,1.8719726163853558,2.7924008995451195,3.6905114324007573,-3.5954785527214583
 00|X  |X X,9.990096479685716,-1.356991128636841,-0.25701155362803557,-0.26320875724799997,-1.6960000000000002,0.684,-2.5219024916596444,-1.4780736,-0.1273818857344125
 0 |0 X| X ,0.38,-3.1022948282327043,3.2093121501034205,0.0,2.5575885843910697,-1.82949248,0.0,-3.9607964761131687,0.42984992000000005
X 0|  X|   ,-3.4166339015441727,-0.4996995210214549,-3.423923191464991,1.7635789022019175,5.416698368984513,-2.8220494222005885,8.20822796509157,3.024384188978493,-0.10094955724799999
X 0| XX| 0 ,-5.019065053396172,-3.8432,-2.0,0.0,0.0,-5.904000000000001,0.0,0.0,0.20420702896127985
XX |  0|0 X,-3.6,-3.6,-2.0,-3.6,-0.361007104,-2.0,-1.7336339840000001,-2.0,0.0
  0|   |X0X,0.8030494171395556,1.12176,-4.6126016603136,0.0,5.302082905989234,0.12996000000000002,-1.87004,-4.638797686742609,-4.416395819440252
 00|X  |X0X,0.0,-0.8782399999999999,-3.1624,-1.0728,6.7232,-3.6,0.0,-0.7225920000000001,0.0
 00|X0 |X0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0X|X0 | X ,1.8999470357301533,-4.045734708153371,-2.729938237910778,-1.343572663808,-2.787698237910778,0.0,-0.07600000000000001,-2.158747188381305,4.409883567923534
  X|0  |X0 ,-1.6600000000000001,0.0,-1.5504004434205438,-5.19419409148156,8.047399518518109,0.0,-3.6295877444020723,-1.8885908747580968,0.0
X X|00 |X0 ,-1.62,9.926213023705163,-2.251705748579549,-2.9160000000000004,-1.348593537092819,5.904000000000001,-1.3640378010987397,-0.42677164095897596,0.0
  0|  X|X 0,7.504527067641287,0.0,-4.181064179781453,0.5529345655840766,1.7693766836711189,-2.3962511370953807,-2.1567425835808107,0.0,-2.6363143392156494
  0|X0X|X 0,9.926213023705163,-1.22,-1.2716201563365461,-0.49845887999999994,-2.69790550858753,-1.674129889509376,-1.72190550858753,3.1965672959999996,-4.0875628837109765
0 0|  X|X X,-0.5726368619555837,9.999999999984968,-0.5370443588792575,-0.006745990039778604,-4.308413797440793,-0.5132557358164129,-0.5262741764796167,6.092594989030044,-0.6284947719452978
 0 | XX|0X ,-0.7481283250087651,-6.425880477189582,-1.98,4.276388604167979,0.0,0.0,-2.802408151812506,-4.346740440494262,0.0
 0 |0XX|0XX,4.880000000000001,-1.62,0.0,0.0,-2.0,-2.3688000000000002,0.0,0.0,-3.6
  0|XX |0 X,-2.1797916649823312,-4.880000000000001,-5.26548701790913,-3.814316120433304,-6.17734344497734,-3.564,-2.0,-3.6,-2.0
 X0|XX |00X,-5.904000000000001,-2.0,-3.6,0.0,0.0,0.0,0.0,0.0,-2.0
X  |  0|  X,-3.59621670247356,-0.5611308301593803,-4.6240000000000006,-5.865765870410138,9.436739961869057,-3.3084460718383766,2.1037864175876897,-2.6949196800000004,-3.366344959241391
X0 |  0|X X,-2.0,-4.880000000000001,-2.0,-2.0,-2.0,-3.6,-2.0,-2.0,-2.0
0  |X0 |  X,-0.9941647935305075,7.380309723980455,9.498637769888576,-1.5821348438609413,-1.3489688010820802,3.4248682655619285,4.332307055939038,5.818407712654549,-1.1849325188248319
00 |X0 |X X,-2.724506893960622,-0.27626444203504485,9.990096479685716,-0.5006487728597141,-0.5400535458129474,-3.3568000000000002,-0.2660697855739817,3.6,-0.9706058518144889
0  |   |  X,-1.5854465220372411,6.156007399301312,9.200078164441281,3.4649950102268723,7.899730733612035,3.010322813226455,6.01381727789362,3.187974267267753,-1.652506794958193
XX0|   |   ,-1.6376793666679303,-1.707158914499713,-1.7894234056838731,2.672491069570613,7.855310771052732,9.28384525852248,4.753476511186056,2.4969497854481975,7.4541243390740695
XX0| 0 |X  ,-4.108492720453833,-3.585903046959556,-4.261693142631839,2.261360715102246,-2.34013136060284,8.618421519044665,-3.8353001777813196,-4.353538031220115,-4.68685617404642
XX0| 0X|X 0,-7.3824184725504,-7.354335090688,-5.0776,-1.862561046528,-5.4205548032,-2.0,-3.9289972633600003,-3.6,-4.880000000000001
XX0|X0X|X00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  X|  0|X  ,-3.675354001613912,0.21671552000000002,-4.2193463681294885,3.70100352836607,9.103987066078755,-4.051175468375221,-3.925864288500815,-3.0662429325261926,0.12668431824404547
  X|  0|XX0,0.2465197544249751,-3.6,-2.6548065250304,-1.6,5.675751053312,-3.6,-3.7850926050303997,-2.0,-1.0548065250304
  X|X00|XX0,9.31280523264,-3.6,-1.35681094656,-2.09845888,-3.6488,-2.35653248,0.0,-1.316,0.0
 00|  X|  X,9.999999823315294,-0.430427573667167,-1.015677735595851,4.593056786530304,6.367738912476784,-1.529695550071838,4.8858461696,3.5803865088,-0.6215804409270985
 0X|  X|0  ,0.17598064283198422,-3.342330318479755,-3.6,-0.4782399999999998,2.0517306757275007,-2.0,-3.496032,-0.9159999999999999,0.0
00X|X X|0  ,-3.9800000000000004,-3.9800000000000004,-3.9800000000000004,-3.9800000000000004,-2.0,-2.0,-2.0,-2.0,-3.6
 0 | X0| XX,-3.6,-2.0,-2.0,-2.0,-2.0,-3.6,-0.22435200000000002,-2.0,0.0
  X|  0|0 X,2.477376740376576,0.0,-4.615603594011444,0.0,0.0,-3.092632256289014,-1.5292984193284507,0.011552000000000002,-1.924372475392
0 X|X 0|0 X,-3.6,1.4608527742999453,-1.7224379728830106,-3.3949480841640343,0.0,0.0,-1.7428712725286841,0.22435200000000002,-1.7949480841640346
XX0|0 X|   ,-3.4330736,0.0,-3.6894180983663483,-2.0,-0.33919781068800003,-2.651263563631583,3.6067427200290827,-0.18544,0.0
XX0|0 X|X 0,-3.6,-5.0168,-2.0,-2.0,-1.1808,-6.040800000000001,-2.0,-0.976,-2.0
XX0|0XX|X00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |0X0|XX ,-5.904000000000001,-3.6,-3.7574449971200004,-2.0,-3.7278320000000003,-3.9800000000000004,-2.0,-2.0,-2.0
X00|   |  X,-3.1563656176253367,-4.077502359346869,-3.2234715735732755,1.0656739099220707,9.329193890650854,-3.4432,2.3976516055040005,0.655232,-2.665709248906176
X00|0X |  X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0 | X |0X ,7.735251231402199,-4.441370559999999,0.38,0.0,0.0,0.7376506496000002,-1.194760723968,-1.9087636316284484,0.15494396323839998
 0 |XX |0X0,-2.0,-2.0,-3.6,-2.0,-2.0,0.0,-2.0,-3.6,0.0
   |X  | X0,8.277015567651825,3.4146581253985793,9.169340478193414,-1.7449708147680518,8.406970637653586,6.256632317869047,3.4362558634242157,-1.8324638921947787,-2.2511854470309425
0  |X X| X0,-1.6157221990540402,-3.0065919999999995,2.09194834944,-0.5324960303517925,9.999776992548014,-0.5249989981269917,0.9272,-1.421304214761561,-1.995054057370338
0 0|X X|XX0,0.0,9.990096479685716,-0.2896926860347741,-0.26930528135414533,5.904000000000001,-0.5736212691771663,-1.14564960098306,0.0,-0.11121562039681515
000|X X|XX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X0 | 0X|X  ,-0.462652136707827,-3.048090514470217,-4.714864757248001,3.023954071224975,-0.4100590642167809,-1.076420812311723,-0.5712672976599137,9.999976054757173,-1.5810903572480002
X00|X0X|X  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0  |   | XX,-1.3116818168690654,7.545296560411774,5.1062580863007785,3.7462023973797605,3.133637248370926,-2.572205542014805,9.190765513287696,-1.2808699902943252,-1.2928028764595776
0  |   |X X,-7.2376312475656785,2.6919528683147975,7.119378187338125,-2.1478333034199855,-0.5772509096362268,-0.6192584706158406,-6.526448371799769,2.42771551365716,-6.955170130087966
0  |0 X|X X,-5.564,-4.6907615232,-1.6532799411395591,-8.044965034539327,-5.904000000000001,-5.184,-8.239883188816517,-5.6992,-7.175691048959999
0X |0 X|X0X,-5.4676048277504,-3.6,-1.8900488372224,-3.9289972633600003,-3.6,-2.0,-3.9591092790722557,-3.9538865988403202,-2.0
 X | 0 | 0X,3.0774312756109103,-3.315592381199745,8.89308177886385,6.666157799588103,-3.2690176973073495,3.108762166618627,6.719140166139174,-2.7625770759031014,-2.8261091940402006
X X|   |  0,-6.964516366954448,1.3060826221008548,-8.219021136013763,-1.5232785408,-1.155590140514557,-1.6682032512000002,0.8545443690775616,-3.4902922387088484,-8.562629408873299
XXX| 0 |  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 X |0 X|   ,8.614580027542875,-3.718510671248241,2.05189815675096,-3.214060018987924,4.715806605873384,-3.062359174730023,5.381718325100462,0.47027339590327777,0.103968
0  |   |XX0,-1.80445360463872,0.0,0.0,0.0,9.450244186112,1.80554112,-3.0443699523584,-2.0,-3.0844536046387203
X  |0 0|  X,-2.7515671040000003,0.7904000000000001,0.38,-2.1980736,8.3222784,0.0,-1.28,-1.6,-3.427017984
   | X |0 X,7.998666700558025,-0.12038160491033001,-1.2899393421623793,5.158157480860581,-2.068255432115163,-0.14095808623350892,-2.8666490737844272,-1.6513884531007157,-2.551689670972174
 0 | X |X  ,6.0926232277788985,-2.909215586224889,7.524401657597487,-2.4309939523499455,-3.8249663131245373,-0.5374393780824045,-3.1459005203516126,-1.6832817800229907,-2.4022408600610405
 00| X |XX ,9.999996786123912,-1.2181898450896687,-1.58770338824755,0.16943299420160018,-0.7559839219144042,1.0193344000000002,-0.24403345552628053,-1.0740207716128314,5.510989165968105
 0 |X X|  0,3.805708032,-2.0,-1.6,-2.229948434749942,8.346036540482176,-2.0,-1.6,0.0,-3.544976598047916
X0 |X0X|  0,-3.39028935372961,-3.871439609344,1.12176,-2.782993943678163,-0.5919486313169535,-1.208305257594612,8.932065736329973,0.0,-3.3291056
   | 0X|   ,9.231253178658925,9.289043071708988,9.339810357979696,8.470397668220674,-1.0513648096013086,-1.031701056654891,9.404303396788386,9.319466612423987,9.269484175657325
   | 0X| X0,9.999999999999996,7.3877590356574325,9.2546751905645,8.192999033805794,-0.5019143588984252,-0.5020556915677384,9.051510680586109,-0.5029499135764575,-0.49935870234687996
X0 | 0X| X0,-6.524643505705539,-3.059995000371924,3.918691578391899,0.37856440058920765,-2.804089893525094,-3.5324208,0.0,-5.355850637370415,-6.616528832
X  | 0 | 0X,-0.501137654155009,9.999999999999996,9.349259403710372,8.626405146364657,-0.5157648235277521,9.143455578042667,9.279348290663096,-0.5102184377321846,-0.5006275125749229
X X|   |00X,-3.6,-2.0,-4.880000000000001,-3.6,-2.0,-1.6,-2.0,-2.0,-2.0
X X|0X |00X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |X 0|X  ,3.621766958673116,-0.5564153467010693,-2.3980996151954757,-4.619367342734912,-0.4247181901087994,-4.225020825302924,-5.590213904871167,-1.667478734487552,2.6854827181799648
 X |X00|X  ,7.259914740775709,-2.95859155023872,0.0,-1.9883227090129472,-2.0,-2.0,-4.781455026170474,-1.4278336,0.0
XX |X00|X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0 |XX |   ,5.175035027331634,-5.014815482048718,1.9083240831921677,-5.645539099617837,-6.027003830395834,3.9605596956173437,-0.54410640574464,-0.6599574156075039,-2.548176502324069
 0 |XX |0 X,-2.0,-3.904,-1.6,-2.0,-2.0,-2.1580800000000004,-2.0,-2.0,-2.0
0  |X  |   ,-1.1799167970990634,8.211501036582769,8.653806633214902,-1.1473244275013237,9.286301879786626,3.8867679435519817,4.7811478033567845,5.0966705818090405,7.021243844338486
00X|X  |   ,-4.956514911626953,-2.1685552992112154,-2.7976144496091138,-2.6525149116269526,8.923817314747783,0.32999033612288,0.0,0.0,0.6428114352447487
00X|X X|  0,-0.8782399999999999,0.0,-1.62,-3.1624,5.904000000000001,0.0,-0.9159999999999999,0.0,-0.8782399999999999
00X|XXX|0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   | X0|  X,2.126448529343901,-1.3847575143070459,-1.723829118722118,-0.7337967638649243,-7.157247823705787,-8.651909534238293,0.31274555615366606,-1.7781674000384,-6.862258573000915
0X | 0 | XX,-2.6159959083208824,-1.7856439161808393,0.699051491693395,-1.9394879999999997,-1.7023763421724911,3.2803249235399807,9.499952544043985,-1.4040238605936624,-1.0897086970814984
  X| 0X|   ,0.7018759360789399,4.028601130560067,-1.8410030122783339,1.087156467365971,-2.003172093262321,-1.9276176765853048,-1.1768656597197868,5.319241158812084,8.584510994424095
  X| 0X|X 0,9.99999598265489,7.269941488905277,-1.3024966170987877,3.611078012289024,-1.2467945672014795,-0.6318176260335482,-0.9334274161348993,6.70266000308686,-0.6262686888779931
   |0 X|X  ,3.583661098174035,0.2903318377730552,-0.037544000000000015,-6.42108132382312,3.7372230442163445,-7.06280990889332,-6.425167347184848,-0.18006987745279998,0.37976023359488
   |0XX|X 0,-2.3562000000000003,-2.0,-0.58199452672,-2.0,-5.904000000000001,-2.0,-3.6,0.0,-3.6
X  |  0| X ,-5.057037421556647,-0.11002173439999996,5.4732453247202795,3.338148038187885,7.2374851464259295,-5.344786221013377,0.0,-3.813217343240893,5.522652632440955
 0X|0X | 0X,-4.880000000000001,-2.0,-2.0,-2.0,-3.6,-2.0,-2.0,0.0,0.0
 0X|0XX|00X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 X0| X |   ,-3.5350630581577605,-5.41974445956848,-6.026451133904121,-3.376540758922081,-5.890363873676356,-1.40375178058753,-5.26719948871943,2.4970730039549283,1.3035721263045357
  X| XX|0 0,-0.28744426807021695,-4.4192,-4.320886032384,2.86417398784,-2.5066095529984,-2.726499584,-2.6900050116798058,9.926213023705163,-0.9330872832000001
  X|0XX|0X0,6.7232,-0.4,-0.8782399999999999,-0.8782399999999999,-0.7225920000000001,0.0,-0.7225920000000001,-2.0,-0.7225920000000001
 X | 00|  X,6.472265357177563,-0.503587365659501,6.716918138232703,9.999999999999996,-0.511780599709627,-0.5132757255850906,8.052654241410826,6.623755207513997,-0.5000249303041027
0XX| 00|  X,-3.1370115536280356,-2.267296903187476,-1.1774878647320866,9.952776335171304,-2.0878755791038057,-1.4142361144160156,3.9603254001433554,2.147254865716831,-0.13422735716801562
  X| 0 |X0 ,8.432008014079447,9.999999999999996,-0.548308189851548,8.014510284960883,-0.5104279445990516,7.907997368778027,-0.5050615336660721,-0.611543057474553,9.18396679289128
